S1Ware,JacSim
CS-BR,0
CS-BR,0
CS-BR,0
CS-BR,0
CS-BR,0
CS-BR,0
CS-BR,0.1
CS-BR,0.111111111
CS-BR,0.111111111
CS-BR,0.111111111
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.125
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.142857143
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.166666667
CS-BR,0.222222222
CS-BR,0.222222222
CS-BR,0.222222222
CS-BR,0.222222222
CS-BR,0.222222222
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.25
CS-BR,0.272727273
CS-BR,0.272727273
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.285714286
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.333333333
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.375
CS-BR,0.4
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.428571429
CS-BR,0.444444444
CS-BR,0.444444444
CS-BR,0.444444444
CS-BR,0.444444444
CS-BR,0.444444444
CS-BR,0.444444444
CS-BR,0.5
CS-BR,0.5
CS-BR,0.5
CS-BR,0.5
CS-BR,0.5
CS-BR,0.5
CS-BR,0.571428571
CS-BR,0.571428571
CS-BR,0.571428571
CS-BR,0.571428571
CS-BR,0.571428571
CS-BR,0.571428571
CS-BR,0.6
CS-BR,0.6
CS-BR,0.6
CS-BR,0.6
CS-BR,0.625
CS-BR,0.625
CS-BR,0.666666667
CS-BR,0.666666667
CS-BR,0.666666667
CS-BR,0.666666667
CS-BR,0.714285714
CS-BR,0.714285714
CS-BR,0.714285714
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0
CS-BU,0.1
CS-BU,0.1
CS-BU,0.111111111
CS-BU,0.111111111
CS-BU,0.125
CS-BU,0.125
CS-BU,0.125
CS-BU,0.125
CS-BU,0.125
CS-BU,0.142857143
CS-BU,0.142857143
CS-BU,0.142857143
CS-BU,0.142857143
CS-BU,0.142857143
CS-BU,0.142857143
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.166666667
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.2
CS-BU,0.222222222
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.25
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.285714286
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.333333333
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.4
CS-BU,0.5
CS-BU,0.5
CS-BU,0.5
CS-BU,0.5
CS-BU,0.5
CS-BU,0.5
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,0.666666667
CS-BU,1
CS-JPA,0
CS-JPA,0
CS-JPA,0
CS-JPA,0
CS-JPA,0
CS-JPA,0
CS-JPA,0.090909091
CS-JPA,0.090909091
CS-JPA,0.1
CS-JPA,0.1
CS-JPA,0.111111111
CS-JPA,0.111111111
CS-JPA,0.111111111
CS-JPA,0.125
CS-JPA,0.125
CS-JPA,0.125
CS-JPA,0.125
CS-JPA,0.2
CS-JPA,0.2
CS-JPA,0.2
CS-JPA,0.222222222
CS-JPA,0.222222222
CS-JPA,0.222222222
CS-JPA,0.222222222
CS-JPA,0.222222222
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.25
CS-JPA,0.272727273
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.285714286
CS-JPA,0.3
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.333333333
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.375
CS-JPA,0.4
CS-JPA,0.4
CS-JPA,0.4
CS-JPA,0.4
CS-JPA,0.4
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.428571429
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.444444444
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.5
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.571428571
CS-JPA,0.6
CS-JPA,0.6
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.625
CS-JPA,0.666666667
CS-JPA,0.666666667
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.714285714
CS-JPA,0.75
CS-JPA,0.777777778
CS-JPA,0.857142857
CS-JPA,0.875
CS-JPA,0.875
CS-JPA,0.875
CS-JPA,1
CS-JPA,1
CS-JPA,1
CS-JPA,1
CS-JPA,1
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0
CS-JPL,0.090909091
CS-JPL,0.111111111
CS-JPL,0.111111111
CS-JPL,0.111111111
CS-JPL,0.111111111
CS-JPL,0.125
CS-JPL,0.125
CS-JPL,0.125
CS-JPL,0.125
CS-JPL,0.125
CS-JPL,0.125
CS-JPL,0.142857143
CS-JPL,0.142857143
CS-JPL,0.142857143
CS-JPL,0.142857143
CS-JPL,0.166666667
CS-JPL,0.166666667
CS-JPL,0.166666667
CS-JPL,0.166666667
CS-JPL,0.2
CS-JPL,0.2
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.222222222
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.25
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.285714286
CS-JPL,0.3
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.333333333
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.375
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.4
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.428571429
CS-JPL,0.444444444
CS-JPL,0.444444444
CS-JPL,0.444444444
CS-JPL,0.5
CS-JPL,0.5
CS-JPL,0.5
CS-JPL,0.555555556
CS-JPL,0.571428571
CS-JPL,0.571428571
CS-JPL,0.571428571
CS-JPL,0.571428571
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.6
CS-JPL,0.625
CS-JPL,0.625
CS-JPL,0.625
CS-JPL,0.625
CS-JPL,0.666666667
CS-JPL,0.666666667
CS-JPL,0.714285714
CS-JPL,0.714285714
CS-JPL,0.714285714
CS-JPL,0.714285714
CS-JPL,0.714285714
CS-JPL,0.714285714
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,0.8
CS-JPL,1
CS-JPL,1
CS-JPL,1
CS-JPL,1
CS-JPL,1
CS-JPL,1
CS-JPL,1
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0
CS-KR,0.111111111
CS-KR,0.125
CS-KR,0.125
CS-KR,0.125
CS-KR,0.125
CS-KR,0.125
CS-KR,0.125
CS-KR,0.125
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.142857143
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.166666667
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.2
CS-KR,0.222222222
CS-KR,0.222222222
CS-KR,0.222222222
CS-KR,0.222222222
CS-KR,0.222222222
CS-KR,0.222222222
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.25
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.285714286
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.333333333
CS-KR,0.375
CS-KR,0.375
CS-KR,0.4
CS-KR,0.4
CS-KR,0.4
CS-KR,0.4
CS-KR,0.4
CS-KR,0.428571429
CS-KR,0.428571429
CS-KR,0.428571429
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.5
CS-KR,0.6
CS-KR,0.6
CS-KR,0.6
CS-KR,0.75
CS-KR,1
CS-KR,1
CS-KR,1
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0
CS-SRC,0.111111111
CS-SRC,0.111111111
CS-SRC,0.125
CS-SRC,0.125
CS-SRC,0.125
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.142857143
CS-SRC,0.166666667
CS-SRC,0.166666667
CS-SRC,0.166666667
CS-SRC,0.166666667
CS-SRC,0.166666667
CS-SRC,0.2
CS-SRC,0.2
CS-SRC,0.2
CS-SRC,0.2
CS-SRC,0.222222222
CS-SRC,0.222222222
CS-SRC,0.222222222
CS-SRC,0.222222222
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.25
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.285714286
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.333333333
CS-SRC,0.375
CS-SRC,0.375
CS-SRC,0.375
CS-SRC,0.375
CS-SRC,0.375
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.4
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.428571429
CS-SRC,0.444444444
CS-SRC,0.444444444
CS-SRC,0.444444444
CS-SRC,0.444444444
CS-SRC,0.444444444
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.5
CS-SRC,0.555555556
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.571428571
CS-SRC,0.625
CS-SRC,0.625
CS-SRC,0.625
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.666666667
CS-SRC,0.714285714
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.8
CS-SRC,0.833333333
CS-SRC,0.833333333
CS-SRC,0.833333333
CS-SRC,0.833333333
CS-SRC,0.833333333
CS-SRC,1
CS-SRC,1
CS-SRC,1
DKT-PA,0
DKT-PA,0
DKT-PA,0
DKT-PA,0
DKT-PA,0
DKT-PA,0
DKT-PA,0.090909091
DKT-PA,0.090909091
DKT-PA,0.1
DKT-PA,0.1
DKT-PA,0.111111111
DKT-PA,0.111111111
DKT-PA,0.111111111
DKT-PA,0.125
DKT-PA,0.125
DKT-PA,0.125
DKT-PA,0.125
DKT-PA,0.2
DKT-PA,0.2
DKT-PA,0.2
DKT-PA,0.222222222
DKT-PA,0.222222222
DKT-PA,0.222222222
DKT-PA,0.222222222
DKT-PA,0.222222222
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.25
DKT-PA,0.272727273
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.285714286
DKT-PA,0.3
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.333333333
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.375
DKT-PA,0.4
DKT-PA,0.4
DKT-PA,0.4
DKT-PA,0.4
DKT-PA,0.4
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.428571429
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.444444444
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.5
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.571428571
DKT-PA,0.6
DKT-PA,0.6
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.625
DKT-PA,0.666666667
DKT-PA,0.666666667
DKT-PA,0.714285714
DKT-PA,0.714285714
DKT-PA,0.714285714
DKT-PA,0.714285714
DKT-PA,0.714285714
